PropName,Borough,System,Type of Water Feature
Bathgate Playground,X,X252-DF0278,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0937,Drinking Fountain
Fort Totten Park,Q,Q458-DF0970,Drinking Fountain
Highbridge Park,M,M037-DF0907,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0935,Drinking Fountain
Washington Square Park,M,M098-DF0606,Drinking Fountain
Cadman Plaza Park,B,B113A-DF0003,Drinking Fountain
Central Park,M,M010-DF1056,Drinking Fountain
Jerome Playground South,X,X148C7-DF0396,Drinking Fountain
Battery Park City,M,M283-DF0173,Drinking Fountain
Isham Park,M,M043-DF0182,Drinking Fountain
Jackie Robinson Park,M,M014-DF0948,Drinking Fountain
Big Bush Playground,Q,Q205A-DF0123,Drinking Fountain
Dyker Beach Park,B,B028-DF1021,Drinking Fountain
Parade Ground,B,B068-DF1126,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0207,Drinking Fountain
Prospect Park,B,B073-DF0850,Drinking Fountain
De Witt Clinton Park,M,M022-DF0239,Drinking Fountain
Central Park,M,M010-DF0581,Drinking Fountain
Nathan Weidenbaum Playground,Q,Q205B-DF0120,Drinking Fountain
Herbert Von King Park,B,B088-DF1004,Drinking Fountain
Sperandeo Brothers Playground,B,B163-DF0185,Drinking Fountain
Forest Park,Q,Q015-DF0002,Drinking Fountain
Central Park,M,M010-DF0665,Drinking Fountain
Washington Skate Park,B,B111A-DF0573,Drinking Fountain
Kaiser Park,B,B129-DF0355,Drinking Fountain
Flushing Fields,Q,Q086-DF0080,Drinking Fountain
Rockaway Beach Boardwalk,Q,Q163-DF0422,Drinking Fountain
Clark Playground,X,X200-DF0304,Drinking Fountain
Daniel M. O'Connell Playground,Q,Q106-DF0471,Drinking Fountain
Manhattan Beach Park,B,B251-DF0920,Drinking Fountain
Bufano Park,X,X121-DF0201,Drinking Fountain
Central Park,M,M010-DF0888,Drinking Fountain
Riverside Park,M,M071-DF0969,Drinking Fountain
Northerleigh Park,R,R078-DF0125,Drinking Fountain
Riverside Park,M,M071-DF0091,Drinking Fountain
Forest Park,Q,Q015-DF0795,Drinking Fountain
Seabury Playground,X,X282-DF0317,Drinking Fountain
Dodger Playground,B,B121-DF0078,Drinking Fountain
Brigadier General Charles Young Playground,M,M186-DF0535,Drinking Fountain
Loreto Playground,X,X163-DF0249,Drinking Fountain
Oxport Playground,B,B295-DF0233,Drinking Fountain
Prospect Park,B,B073-DF0287,Drinking Fountain
Pelham Bay Park,X,X039-DF0105,Drinking Fountain
Morningside Park,M,M056-DF0960,Drinking Fountain
West Playground,B,B252-DF0370,Drinking Fountain
Hunter's Point South Park,Q,Q471-DF0103,Drinking Fountain
Lyons Pool,R,R043-DF0211,Drinking Fountain
Kissena Corridor Park,Q,Q300-DF0093,Drinking Fountain
Hamilton Fish Park,M,M033-DF0379,Drinking Fountain
Tompkins Square Park,M,M088-DF0308,Drinking Fountain
Harvard Playground,Q,Q120-DF0476,Drinking Fountain
Bushwick Inlet Park,B,B529-DF0030,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0256,Drinking Fountain
Herbert Von King Park,B,B088-DF0091,Drinking Fountain
High Rock Park,R,R088-DF0217,Drinking Fountain
Central Park,M,M010-DF1039,Drinking Fountain
Whitey Ford Field,Q,Q215-DF0110,Drinking Fountain
Riverside Park,M,M071-DF0025,Drinking Fountain
Inwood Hill Park,M,M042-DF0181,Drinking Fountain
Green Central Knoll,B,B395-DF0023,Drinking Fountain
Van Cortlandt Park,X,X092-DF0221,Drinking Fountain
Fish Playground,B,B325-DF0155,Drinking Fountain
Van Cortlandt Park,X,X092-DF0233,Drinking Fountain
Prospect Park,B,B073-DF1049,Drinking Fountain
Rockaway Beach Boardwalk,Q,Q163-DF0421,Drinking Fountain
Bayside Fields,Q,Q387A-DF0626,Drinking Fountain
Parade Ground,B,B068-DF0335,Drinking Fountain
Mohegan Triangle,X,X334-DF0348,Drinking Fountain
Vito Locascio Field,Q,Q095-DF0521,Drinking Fountain
Marcus Garvey Park,M,M058-DF0504,Drinking Fountain
Mapes Pool,X,X236-DF0567,Drinking Fountain
Prospect Park,B,B073-DF0846,Drinking Fountain
Sumner Playground,B,B263-DF1006,Drinking Fountain
Baruch Playground,M,M165-DF0383,Drinking Fountain
Wolfe's Pond Park,R,R031-DF0146,Drinking Fountain
Stuyvesant Square,M,M086-DF0036,Drinking Fountain
Jackie Robinson Park,M,M014-DF0476,Drinking Fountain
Central Park,M,M010-DF1105,Drinking Fountain
Clove Lakes Park,R,R005-DF0169,Drinking Fountain
Recreational Area,M,M140-DF0039,Drinking Fountain
Liotti Ikefugi Playground,R,R037-DF0099,Drinking Fountain
Randall's Island Park,M,M104-DF1098,Drinking Fountain
Canarsie Park,B,B018-DF0817,Drinking Fountain
Tony Dapolito Recreation Center,M,M103-DF0988,Drinking Fountain
Electric Playground,Q,Q342-DF0377,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0560,Drinking Fountain
Central Park,M,M010-DF0588,Drinking Fountain
Alice Austen Park,R,R117-DF0224,Drinking Fountain
Jackie Robinson Park,M,M014-DF0950,Drinking Fountain
"Martin Luther King, Jr. Playground",M,M198-DF0512,Drinking Fountain
Cunningham Park,Q,Q021-DF0500,Drinking Fountain
Yolanda García Park,X,X353-DF0596,Drinking Fountain
Central Park,M,M010-DF0560,Drinking Fountain
Henry M. Jackson Playground,M,M228-DF0386,Drinking Fountain
Bronx Park,X,X002-DF0513,Drinking Fountain
Macombs Dam Park,X,X030-DF0423,Drinking Fountain
Bushwick Inlet Park,B,B529-DF0028,Drinking Fountain
Henry Hudson Park,X,X080-DF0448,Drinking Fountain
Rev. T. Wendell Foster Park and Recreation Center,X,X034-DF0064,Drinking Fountain
General Hart Playground,Q,Q067A-DF0072,Drinking Fountain
Stockton Playground,B,B298-DF0859,Drinking Fountain
Red Hook Recreation Area,B,B126-DF0004,Drinking Fountain
Marine Park,B,B057-DF0837,Drinking Fountain
Gonzalo Plasencia Playground,B,B210I-DF0528,Drinking Fountain
Battery Park City,M,M283-DF0199,Drinking Fountain
Riverside Park South,M,M353-DF0028,Drinking Fountain
North Rochdale Playground,Q,Q426-DF0139,Drinking Fountain
Chelsea Park,M,M011-DF1072,Drinking Fountain
Sol Bloom Playground,M,M244-DF0338,Drinking Fountain
Police Officer Nicholas Demutiis Park,Q,Q118-DF0528,Drinking Fountain
The Battery,M,M005-DF1036,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0570,Drinking Fountain
Kwame Ture Recreation Center,X,X261-DF0582,Drinking Fountain
Pelham Bay Park,X,X039-DF0096,Drinking Fountain
Franklin D. Roosevelt Boardwalk and Beach,R,R046-DF0080,Drinking Fountain
Franklin D. Roosevelt Boardwalk and Beach,R,R046-DF0035,Drinking Fountain
Spuyten Duyvil Playground,X,X171-DF0565,Drinking Fountain
Wards Island Park,M,M107-DF0149,Drinking Fountain
Conference House Park,R,R006-DF0143,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0598,Drinking Fountain
Crotona Park,X,X010-DF0319,Drinking Fountain
Brevoort Playground,B,B258-DF0123,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0365,Drinking Fountain
CPL. Thompson Park,R,R109-DF0124,Drinking Fountain
Marine Park,B,B057-DF1012,Drinking Fountain
Riverdale Playground,X,X186-DF0477,Drinking Fountain
Corporal John A. Seravalli Playground,M,M237-DF0115,Drinking Fountain
Ericsson Playground,B,B346-DF0786,Drinking Fountain
Grand Canal Court,M,M222-DF0269,Drinking Fountain
Grassmere Playground,Q,Q353-DF0202,Drinking Fountain
Alley Pond Park,Q,Q001-DF0994,Drinking Fountain
Farm Playground,Q,Q221-DF0364,Drinking Fountain
Bella Abzug Park,M,M399-DF0342,Drinking Fountain
John Paul Jones Park,B,B035-DF0699,Drinking Fountain
Prospect Park,B,B073-DF0935,Drinking Fountain
FDNY-EMT Yadira Arroyo Playground,X,X205-DF0494,Drinking Fountain
Owl's Head Park,B,B066-DF0721,Drinking Fountain
Forest Park,Q,Q015-DF0919,Drinking Fountain
William F. Passannante Ballfield,M,M120A-DF0614,Drinking Fountain
Bill Rainey Park,X,X255-DF0203,Drinking Fountain
Springfield Park,Q,Q107-DF0865,Drinking Fountain
Blake Hobbs Playground,M,M214-DF0518,Drinking Fountain
Marine Park,B,B057-DF1142,Drinking Fountain
Doughboy Park,Q,Q031A-DF0078,Drinking Fountain
Van Voorhees Playground,B,B050-DF0267,Drinking Fountain
Rockaway Beach,Q,Q050-DF0432,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0957,Drinking Fountain
John J Carty Park,B,B210W-DF0705,Drinking Fountain
Gertrude Ederle Recreation Center,M,M063-DF0968,Drinking Fountain
Cooper Park,B,B025-DF0397,Drinking Fountain
St. Nicholas Park,M,M077-DF0484,Drinking Fountain
Central Park,M,M010-DF1109,Drinking Fountain
Park Of The Americas,Q,Q026-DF0557,Drinking Fountain
Elizabeth Stroud Playground,B,B200-DF0428,Drinking Fountain
Breukelen Ballfields,B,B247-DF0435,Drinking Fountain
Forest Park,Q,Q015-DF0916,Drinking Fountain
Prospect Park,B,B073-DF1045,Drinking Fountain
Fred Samuel Playground,M,M160-DF0542,Drinking Fountain
Washington Square Park,M,M098-DF0681,Drinking Fountain
Sheltering Arms Playground,M,M190-DF1071,Drinking Fountain
Carver Playground,B,B347-DF0128,Drinking Fountain
Bruckner Playground,X,X183-DF0032,Drinking Fountain
John V. Lindsay East River Park,M,M144-DF0388,Drinking Fountain
Rochdale Park,Q,Q413-DF0147,Drinking Fountain
Greene Playground,B,B301-DF0711,Drinking Fountain
Alley Athletic Playground,Q,Q001A-DF0713,Drinking Fountain
Tottenville Pool,R,R110-DF0251,Drinking Fountain
CPL. Thompson Park,R,R109-DF0259,Drinking Fountain
Horace Harding Playground,Q,Q428-DF0740,Drinking Fountain
Ocean Breeze Park,R,R149-DF0235,Drinking Fountain
Watson Gleason Playground,X,X124-DF0167,Drinking Fountain
Riverside Park,M,M071-DF0076,Drinking Fountain
Rochdale Park,Q,Q413-DF0150,Drinking Fountain
Lyons Square Playground,X,X029-DF0217,Drinking Fountain
St. John's Park,B,B245-DF0474,Drinking Fountain
Sara D. Roosevelt Park,M,M105-DF0219,Drinking Fountain
Nicholas Naquan Heyward Jr. Park,B,B230-DF0246,Drinking Fountain
Maria Hernandez Park,B,B016-DF0012,Drinking Fountain
Floyd Patterson Ballfields,B,B377-DF0107,Drinking Fountain
Stanley Isaacs Playground,M,M192-DF0249,Drinking Fountain
Fermi Playground,B,B334-DF0021,Drinking Fountain
Socrates Sculpture Park,Q,Q465-DF0041,Drinking Fountain
Andrews Grove,Q,Q045-DF0117,Drinking Fountain
Marcus Garvey Park,M,M058-DF0965,Drinking Fountain
Coffey Park,B,B077-DF0271,Drinking Fountain
Triborough Bridge Playground B,Q,Q066B-DF0464,Drinking Fountain
McGuire Fields,B,B166D-DF0823,Drinking Fountain
Battery Park City,M,M283-DF0191,Drinking Fountain
Riverside Park,M,M071-DF0088,Drinking Fountain
Carl Schurz Park,M,M081-DF0261,Drinking Fountain
Rockaway Beach Boardwalk,Q,Q163-DF0964,Drinking Fountain
Barretto Point Park,X,X307-DF0316,Drinking Fountain
Willowbrook Park,R,R030-DF0190,Drinking Fountain
Highbridge Park,M,M037-DF0953,Drinking Fountain
Forest Park,Q,Q015-DF0845,Drinking Fountain
Central Park,M,M010-DF1063,Drinking Fountain
St. Andrew's Playground,B,B225-DF0142,Drinking Fountain
Central Park,M,M010-DF0654,Drinking Fountain
Highland Park,Q,Q020-DF0032,Drinking Fountain
Dyker Beach Park,B,B028-DF0862,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0929,Drinking Fountain
Roebling Playground,B,B264-DF0328,Drinking Fountain
Washington Square Park,M,M098-DF0107,Drinking Fountain
Parade Ground,B,B068-DF0342,Drinking Fountain
Highbridge Park,M,M037-DF0921,Drinking Fountain
The Battery,M,M005-DF0284,Drinking Fountain
Highland Park,Q,B047-DF0372,Drinking Fountain
Gertrude Ederle Recreation Center,M,M063-DF0967,Drinking Fountain
The Pearly Gates,X,X170-DF0031,Drinking Fountain
Sara D. Roosevelt Park,M,M105-DF0682,Drinking Fountain
Cunningham Park,Q,Q021-DF0443,Drinking Fountain
Rockaway Beach and Boardwalk,Q,Q162-DF0416,Drinking Fountain
Bensonhurst Park,B,B007-DF0757,Drinking Fountain
Lincoln Terrace / Arthur S. Somers Park,B,B054-DF0494,Drinking Fountain
Bronx Park,X,X002-DF0245,Drinking Fountain
Castlewood Playground,Q,Q327-DF0595,Drinking Fountain
Paerdegat Park,B,B218-DF0244,Drinking Fountain
Wagner Houses Pool,M,M273-DF1027,Drinking Fountain
Central Park,M,M010-DF0627,Drinking Fountain
Central Park,M,M010-DF0561,Drinking Fountain
Andrew Haswell Green Park,M,M108Q1-DF0638,Drinking Fountain
Co-op City Field,X,X251-DF0036,Drinking Fountain
Detective Keith L Williams Park,Q,Q121-DF0868,Drinking Fountain
Stuyvesant Square,M,M086-DF0978,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0209,Drinking Fountain
Central Park,M,M010-DF1060,Drinking Fountain
Kissena Corridor Park,Q,Q300A-DF0722,Drinking Fountain
Arrochar Playground,R,R062-DF0180,Drinking Fountain
The Battery,M,M005-DF1035,Drinking Fountain
Sunners Playground,B,B206-DF0634,Drinking Fountain
Pulaski Playground,B,B322-DF0113,Drinking Fountain
Prospect Park,B,B073-DF0911,Drinking Fountain
McGuire Fields,B,B166D-DF0829,Drinking Fountain
Poe Park,X,X040-DF0175,Drinking Fountain
Mafera Park,Q,Q305-DF0552,Drinking Fountain
Dome Playground,B,B151-DF0881,Drinking Fountain
Greenwood Playground,B,B130-DF0546,Drinking Fountain
Sedgwick Playground,X,X158-DF0372,Drinking Fountain
Hamilton Fish Park,M,M033-DF0376,Drinking Fountain
Sarsfield Playground,B,B207-DF0454,Drinking Fountain
Forest Park,Q,Q015-DF0006,Drinking Fountain
Roy Wilkins Recreation Center,Q,Q448-DF0115,Drinking Fountain
Central Park,M,M010-DF0649,Drinking Fountain
Shore Park and Parkway,B,B082-DF0779,Drinking Fountain
Crotona Park,X,X010-DF0322,Drinking Fountain
Forest Park,Q,Q015-DF0921,Drinking Fountain
Prospect Park,B,B073-DF0854,Drinking Fountain
McCaffrey Playground,M,M161-DF0143,Drinking Fountain
Rochdale Park,Q,Q413-DF0782,Drinking Fountain
Msgr. McGolrick Park,B,B114-DF0235,Drinking Fountain
Central Park,M,M010-DF0680,Drinking Fountain
Kaiser Park,B,B129-DF0358,Drinking Fountain
Clove Lakes Park,R,R005-DF0196,Drinking Fountain
Cunningham Park,Q,Q021-DF0854,Drinking Fountain
Great Kills Veterans Playground,R,R071-DF0179,Drinking Fountain
Rockaway Beach Boardwalk,Q,Q163-DF0426,Drinking Fountain
John Golden Park,Q,Q012B-DF0752,Drinking Fountain
Cleopatra Playground,X,X258-DF0369,Drinking Fountain
Pelham Bay Park,X,X039-DF0588,Drinking Fountain
Ravenswood Playground,Q,Q333-DF0067,Drinking Fountain
Lyons Pool,R,R043-DF0207,Drinking Fountain
Tottenville Pool,R,R110-DF0265,Drinking Fountain
Wingate Park,B,B254-DF0298,Drinking Fountain
Dr. Charles R. Drew Park,Q,Q220C-DF0790,Drinking Fountain
Sara D. Roosevelt Park,M,M105-DF0217,Drinking Fountain
Noble Playground,X,X123-DF0130,Drinking Fountain
Oakland Gardens,Q,Q400-DF0157,Drinking Fountain
Manhattan Beach Park,B,B251-DF0930,Drinking Fountain
Riverside Park,M,M071-DF0973,Drinking Fountain
Randall's Island Park,M,M104-DF1097,Drinking Fountain
Howard Pool,B,B260A-DF1134,Drinking Fountain
Fort Tryon Park,M,M029-DF0235,Drinking Fountain
Ambrosini Field,X,X253-DF0017,Drinking Fountain
Twenty-Four Sycamores Park,M,M108Q-DF0264,Drinking Fountain
Riverside Park,M,M071-DF0124,Drinking Fountain
Flushing Fields,Q,Q086-DF0081,Drinking Fountain
Cooper Park,B,B025-DF0395,Drinking Fountain
Brownsville Playground,B,B270-DF1095,Drinking Fountain
Wards Island Park,M,M107-DF0154,Drinking Fountain
Lindower Park,B,B329-DF0818,Drinking Fountain
Van Cortlandt Park,X,X092-DF0229,Drinking Fountain
Thomas Greene Playground,B,B145-DF1079,Drinking Fountain
Prospect Park,B,B073-DF1053,Drinking Fountain
Chelsea Recreation Center,M,M260-DF1018,Drinking Fountain
El Shabazz Playground,B,B313-DF0899,Drinking Fountain
Flushing Meadows Corona Park,Q,Q084A-DF0316,Drinking Fountain
Rockaway Beach,Q,Q050-DF0433,Drinking Fountain
Laurelton Playground,Q,Q108-DF0866,Drinking Fountain
High Rock Park,R,R088-DF0238,Drinking Fountain
Ten Eyck Playground,B,B311-DF0999,Drinking Fountain
MacLaughlin Playground,X,X224-DF0358,Drinking Fountain
Van Cortlandt Park,X,X092-DF0506,Drinking Fountain
Juniper Valley Park,Q,Q102-DF0399,Drinking Fountain
John Allen Payne Playground,B,B210A-DF0994,Drinking Fountain
Leif Ericson Park,B,B052-DF0783,Drinking Fountain
Beach Channel Playground,Q,Q403-DF0451,Drinking Fountain
Central Park,M,M010-DF0605,Drinking Fountain
St. James Park,X,X044-DF0052,Drinking Fountain
Colgate Close,X,X195A-DF0162,Drinking Fountain
Pulaski Playground,B,B322-DF0112,Drinking Fountain
Crotona Park,X,X010-DF0505,Drinking Fountain
Starlight Park,X,X147A-DF0067,Drinking Fountain
Williamsbridge Oval,X,X104-DF0121,Drinking Fountain
Pelham Bay Park,X,X039-DF0083,Drinking Fountain
Detective Keith L Williams Park,Q,Q121-DF0953,Drinking Fountain
Dyker Beach Park,B,B028-DF1022,Drinking Fountain
Bloomingdale Park,R,R106-DF0140,Drinking Fountain
Tony Dapolito Recreation Center,M,M103-DF0986,Drinking Fountain
Wards Island Park,M,M107-DF0156,Drinking Fountain
Veterans Park,R,R019-DF0119,Drinking Fountain
Van Cortlandt Park,X,X092-DF0554,Drinking Fountain
Marine Park,B,B057-DF0198,Drinking Fountain
Jackie Robinson Park Playground,B,B294-DF0131,Drinking Fountain
Charlton Garden,X,X086-DF0284,Drinking Fountain
Dr. Ronald E. McNair Playground,M,M285-DF0506,Drinking Fountain
Washington Market Park,M,M308-DF0349,Drinking Fountain
Canarsie Park,B,B018-DF0813,Drinking Fountain
Dyker Beach Park,B,B028-DF0666,Drinking Fountain
Arsenal North,M,MT02-DF1028,Drinking Fountain
South Oxford Park,B,B407-DF0719,Drinking Fountain
Marine Park,B,B057-DF0841,Drinking Fountain
Red Hook Recreation Area,B,B126-DF0057,Drinking Fountain
Riverside Park,M,M071-DF0049,Drinking Fountain
Brooklyn Bridge Park,B,B431-DF0950,Drinking Fountain
Murray Playground,Q,Q141-DF0559,Drinking Fountain
Bath Playground,B,B349-DF0076,Drinking Fountain
Prospect Park,B,B073-DF1040,Drinking Fountain
Central Park,M,M010-DF0275,Drinking Fountain
Columbus Park,M,M015-DF0441,Drinking Fountain
St. Nicholas Park,M,M077-DF0480,Drinking Fountain
Audubon Playground,M,M240-DF0047,Drinking Fountain
Hunter's Point South Park,Q,Q471-DF0102,Drinking Fountain
Holcombe Rucker Park,M,M216-DF0522,Drinking Fountain
Police Officer Edward Byrne Park,Q,Q092-DF0486,Drinking Fountain
Walker Park,R,R015-DF0120,Drinking Fountain
Hunter's Point South Park,Q,Q471-DF0100,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0565,Drinking Fountain
Forest Park,Q,Q015-DF0012,Drinking Fountain
Heckscher Playground,B,B139-DF0061,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0579,Drinking Fountain
Red Hook Recreation Area,B,B126-DF1009,Drinking Fountain
Newport Playground,B,B339-DF1158,Drinking Fountain
Seton Falls Park,X,X046-DF0005,Drinking Fountain
Carl Schurz Park,M,M081-DF0260,Drinking Fountain
Freshkills Park,R,R017-DF0132,Drinking Fountain
Central Park,M,M010-DF0011,Drinking Fountain
Central Park,M,M010-DF0579,Drinking Fountain
Father Fagan Park,M,M207-DF0454,Drinking Fountain
Grover Cleveland Playground,Q,Q002-DF0514,Drinking Fountain
Bailey Playground,X,X150J-DF0408,Drinking Fountain
Peters Field,Q,Q351-DF0473,Drinking Fountain
Catherine Slip Malls,M,M178-DF0428,Drinking Fountain
Kissena Corridor Park,Q,Q300-DF0633,Drinking Fountain
Osborn Playground,B,B343-DF0122,Drinking Fountain
Sarah J.S. Tompkins Garnet Playground,B,B022-DF0481,Drinking Fountain
Owl's Head Park,B,B066-DF0715,Drinking Fountain
Flushing Meadows Corona Park,Q,Q099-DF0220,Drinking Fountain
Gerard P. Dugan Playground,R,R026-DF0010,Drinking Fountain
McCarren Park,B,B058-DF1008,Drinking Fountain
Marcus Garvey Park,M,M058-DF0961,Drinking Fountain
Bushwick Playground,B,B017-DF0048,Drinking Fountain
Al Quiñones Playground,X,X179-DF0344,Drinking Fountain
Coney Island Beach & Boardwalk,B,B169-DF0595,Drinking Fountain
Forest Park,Q,Q015-DF0924,Drinking Fountain
Central Park,M,M010-DF0591,Drinking Fountain
Lopez Playground,R,R125-DF0073,Drinking Fountain
Detective Joseph Mayrose Park,B,B255F-DF0535,Drinking Fountain
Riverside Park South,M,M353-DF0079,Drinking Fountain
West Playground,B,B252-DF0368,Drinking Fountain
Gravesend Park,B,B042-DF0673,Drinking Fountain
South Rochdale Playground,Q,Q427-DF0140,Drinking Fountain
Cunningham Park,Q,Q021-DF0510,Drinking Fountain
